sensor_id,sensor_name,lat,lon,timestamp,p1,p2
10825,SDS011,55.898,14.094,2018-12-31 12:49:33,13.66,8.41
11769,SDS011,59.238,18.226,2018-12-31 12:49:39,3.78,1.65
14797,SDS011,63.708,20.368,2018-12-31 12:49:43,5.23,1.16
8683,SDS011,59.744,18.206,2018-12-31 12:49:57,3.01,2.84
13421,SDS011,55.904,13.396,2018-12-31 12:50:32,28.25,15.53
16446,SDS011,55.66,12.592,2018-12-31 12:50:39,1.7,1.55
7406,SDS011,56.964,24.128,2018-12-31 12:50:48,7.94,5.26
13020,SDS011,57.722,11.948,2018-12-31 12:50:59,34.77,10.86
10430,SDS011,59.958,17.726,2018-12-31 12:51:11,2.22,1.2
10721,SDS011,59.45,18.124,2018-12-31 12:51:22,5.45,1.3
11546,SDS011,59.456,17.802,2018-12-31 12:51:29,1.8,0.95
16531,SDS011,57.698,11.958,2018-12-31 12:51:40,5.94,5.34
19207,SDS011,59.466,18.036,2018-12-31 12:51:52,7.15,3.66
14817,SDS011,57.698,11.986,2018-12-31 12:51:57,21.78,7.02
16155,SDS011,59.832,17.632,2018-12-31 12:52:03,1.68,1.25
19597,SDS011,59.308,18.108,2018-12-31 12:52:07,5.67,1.56
13443,SDS011,59.218,18.218,2018-12-31 12:52:19,2.96,1.68
11445,SDS011,64.178,15.432,2018-12-31 12:52:29,0.34,0.2
13428,SDS011,57.708,11.962,2018-12-31 12:52:36,49.18,13.28
14209,SDS011,56.07,12.698,2018-12-31 12:52:48,11.86,6.94
15561,SDS011,59.214,16.222,2018-12-31 12:52:52,1.88,1.62
16723,SDS011,57.736,11.894,2018-12-31 12:53:03,404.17,19.93
13475,SDS011,63.824,20.288,2018-12-31 12:53:40,3.95,0.46
14835,SDS011,56.098,12.65,2018-12-31 12:53:53,66.46,9.86
11773,SDS011,60.674,17.258,2018-12-31 12:54:04,2.47,2.08
18986,SDS011,59.236,18.142,2018-12-31 12:54:12,3.26,1.05
15837,SDS011,59.846,17.638,2018-12-31 12:54:22,2.33,1.45
10825,SDS011,55.898,14.094,2018-12-31 12:54:28,11.07,8.0
9743,SDS011,57.664,12.054,2018-12-31 12:54:33,261.08,23.45
14797,SDS011,63.708,20.368,2018-12-31 12:54:38,8.52,1.26
12693,SDS011,58.19,12.72,2018-12-31 12:54:51,8.22,4.5
19599,SDS011,57.722,12.012,2018-12-31 12:55:01,51.83,9.3
13425,SDS011,57.918,12.53,2018-12-31 12:55:07,4.58,2.76
15067,SDS011,60.024,18.77,2018-12-31 12:55:16,1.84,1.28
10914,SDS011,61.45,23.858,2018-12-31 12:55:21,3.12,2.92
13421,SDS011,55.904,13.396,2018-12-31 12:55:31,29.2,16.27
14811,SDS011,57.706,11.9,2018-12-31 12:55:37,33.56,9.35
18243,SDS011,55.674,13.072,2018-12-31 12:55:43,11.16,4.69
13020,SDS011,57.722,11.948,2018-12-31 12:55:55,33.16,10.53
10827,SDS011,59.334,13.512,2018-12-31 12:56:38,21.93,9.24
15071,SDS011,56.696,13.002,2018-12-31 12:56:51,2.06,1.72
18056,SDS011,57.494,12.166,2018-12-31 12:56:55,164.63,13.03
16296,SDS011,56.144,13.394,2018-12-31 12:57:02,17.93,11.43
14797,SDS011,63.708,20.368,2018-12-31 12:57:06,5.34,1.15
11663,SDS011,59.38,18.04,2018-12-31 12:57:18,1.5,0.82
12990,SDS011,57.692,11.958,2018-12-31 12:57:29,36.05,10.35
11384,SDS011,56.748,13.882,2018-12-31 12:57:35,10.57,5.56
16159,SDS011,57.818,15.224,2018-12-31 12:57:45,3.87,1.54
14799,SDS011,57.75,11.97,2018-12-31 12:57:51,60.88,11.86
13421,SDS011,55.904,13.396,2018-12-31 12:58:00,29.35,16.02
14811,SDS011,57.706,11.9,2018-12-31 12:58:05,26.12,8.68
11058,SDS011,59.272,15.22,2018-12-31 12:58:11,2.57,1.71
18110,SDS011,57.49,12.078,2018-12-31 12:58:17,34.98,9.1
12137,SDS011,59.334,18.032,2018-12-31 12:58:29,3.42,1.98
12389,SDS011,59.924,10.744,2018-12-31 12:58:42,1.46,1.35
13762,SDS011,60.45,23.238,2018-12-31 12:58:51,5.76,4.92
15549,SDS011,64.752,20.978,2018-12-31 12:59:23,0.54,0.1
18834,SDS011,59.262,18.036,2018-12-31 12:59:39,1.66,0.85
16149,SDS011,55.606,13.024,2018-12-31 12:59:52,10.52,3.56
12133,SDS011,55.732,13.172,2018-12-31 13:00:00,0.0,0.0
19599,SDS011,57.722,12.012,2018-12-31 13:00:06,52.2,10.16
10914,SDS011,61.45,23.858,2018-12-31 13:00:15,3.46,3.16
11004,SDS011,59.622,16.556,2018-12-31 13:00:20,5.15,3.42
9797,SDS011,57.492,12.652,2018-12-31 13:00:32,7.65,5.42
10250,SDS011,58.692,12.478,2018-12-31 13:00:40,17.76,6.95
14264,SDS011,57.654,11.88,2018-12-31 13:00:44,31.95,12.05
10430,SDS011,59.958,17.726,2018-12-31 13:00:56,3.1,1.32
12387,SDS011,58.56,15.306,2018-12-31 13:01:05,2.54,1.28
9411,SDS011,59.266,15.23,2018-12-31 13:01:17,4.88,2.96
11773,SDS011,60.674,17.258,2018-12-31 13:01:29,2.44,1.8
12383,SDS011,63.808,20.336,2018-12-31 13:01:40,1.27,0.56
18056,SDS011,57.494,12.166,2018-12-31 13:01:49,157.92,12.09
17020,SDS011,55.728,13.194,2018-12-31 13:01:55,13.77,5.09
14133,SDS011,59.364,18.018,2018-12-31 13:02:01,3.35,1.6
15067,SDS011,60.024,18.77,2018-12-31 13:02:35,1.36,0.96
11002,SDS011,55.796,13.09,2018-12-31 13:02:44,4.7,2.0
10803,SDS011,57.69,11.954,2018-12-31 13:02:52,14.14,4.73
13421,SDS011,55.904,13.396,2018-12-31 13:03:00,28.9,15.7
11006,SDS011,57.652,11.968,2018-12-31 13:03:09,24.75,5.86
14276,SDS011,57.346,12.15,2018-12-31 13:03:15,397.1,48.05
9436,SDS011,59.334,18.034,2018-12-31 13:03:23,2.34,1.45
12387,SDS011,58.56,15.306,2018-12-31 13:03:33,2.62,1.24
